"happy","unit","province","age","gender","urban"
0,25,"四川",1,1,1
1,25,"四川",2,2,2
0,25,"四川",4,2,2
0,25,"四川",3,1,2
1,25,"四川",3,1,2
1,25,"四川",1,1,2
1,25,"四川",4,1,1
1,25,"四川",4,2,2
0,25,"四川",3,1,2
0,25,"四川",2,1,2
0,25,"四川",2,1,1
1,25,"四川",2,2,2
1,25,"四川",1,2,2
0,25,"四川",4,1,1
1,25,"四川",1,2,2
1,25,"四川",1,1,1
0,25,"四川",2,1,1
1,25,"四川",4,2,1
1,25,"四川",3,2,2
1,25,"四川",2,2,2
1,25,"四川",2,1,2
1,25,"四川",4,1,2
1,25,"四川",2,2,2
1,25,"四川",2,2,1
0,25,"四川",2,2,2
1,25,"四川",4,1,2
1,25,"四川",2,2,2
1,25,"四川",2,2,1
1,25,"四川",4,1,2
1,25,"四川",3,2,2
1,25,"四川",2,2,2
0,25,"四川",3,2,1
0,25,"四川",4,2,2
1,25,"四川",1,1,2
1,25,"四川",4,1,2
1,25,"四川",4,2,1
1,25,"四川",4,2,1
1,5,"广东",3,2,2
1,25,"四川",1,1,1
0,25,"四川",3,1,1
0,25,"四川",2,1,2
0,24,"上海",2,1,1
0,25,"四川",2,2,2
1,25,"四川",4,1,2
0,25,"四川",3,1,2
0,25,"四川",2,2,2
1,25,"四川",3,2,2
1,25,"四川",2,2,2
1,25,"四川",1,1,2
1,25,"四川",4,2,2
1,25,"四川",4,1,1
0,25,"四川",3,2,2
1,25,"四川",4,1,2
1,7,"贵州",3,1,2
1,7,"贵州",4,2,2
1,7,"贵州",4,2,1
0,7,"贵州",2,2,2
0,7,"贵州",2,1,2
1,7,"贵州",2,2,2
0,7,"贵州",2,1,1
0,7,"贵州",4,1,1
1,7,"贵州",2,2,1
1,7,"贵州",4,2,2
1,7,"贵州",2,1,2
0,7,"贵州",1,1,1
0,7,"贵州",2,2,2
0,7,"贵州",1,2,2
1,7,"贵州",2,1,2
0,7,"贵州",1,1,2
0,7,"贵州",4,2,2
1,7,"贵州",2,1,2
0,7,"贵州",2,1,2
1,12,"湖北",2,1,1
0,7,"贵州",2,1,2
1,7,"贵州",2,1,2
1,7,"贵州",3,2,2
0,7,"贵州",1,1,2
1,7,"贵州",4,1,1
0,7,"贵州",1,2,1
1,7,"贵州",1,1,2
1,7,"贵州",1,2,2
0,7,"贵州",1,1,2
1,7,"贵州",2,1,1
0,7,"贵州",4,1,1
1,7,"贵州",1,2,1
1,7,"贵州",4,2,2
1,7,"贵州",1,2,1
1,7,"贵州",2,1,1
0,7,"贵州",3,1,1
1,7,"贵州",1,1,1
1,7,"贵州",3,2,2
1,7,"贵州",1,1,1
0,7,"贵州",2,2,2
1,7,"贵州",1,1,1
1,28,"云南",1,1,1
0,7,"贵州",2,2,2
1,7,"贵州",1,1,1
0,7,"贵州",2,1,2
1,7,"贵州",2,1,2
1,7,"贵州",1,1,1
1,7,"贵州",2,2,2
1,7,"贵州",1,1,1
0,7,"贵州",2,1,2
1,7,"贵州",2,2,2
1,7,"贵州",2,2,2
0,7,"贵州",1,1,2
1,7,"贵州",1,2,1
1,7,"贵州",4,2,1
0,7,"贵州",2,2,2
1,21,"山东",2,2,2
1,7,"贵州",1,2,1
0,7,"贵州",1,1,2
1,7,"贵州",2,1,2
0,7,"贵州",1,1,1
1,7,"贵州",1,2,1
1,25,"四川",1,1,2
1,28,"云南",2,2,1
1,7,"贵州",1,1,1
1,7,"贵州",1,1,1
0,7,"贵州",2,1,1
0,25,"四川",2,2,2
0,7,"贵州",1,2,1
1,7,"贵州",2,2,1
0,7,"贵州",2,2,2
1,7,"贵州",3,1,1
1,7,"贵州",2,1,2
1,7,"贵州",2,2,2
1,7,"贵州",1,1,1
1,28,"云南",3,2,2
0,7,"贵州",2,2,2
0,7,"贵州",1,1,1
0,7,"贵州",2,1,2
0,7,"贵州",4,2,2
1,7,"贵州",2,2,1
0,7,"贵州",2,1,2
1,7,"贵州",1,2,2
0,7,"贵州",3,2,1
1,7,"贵州",2,2,2
1,7,"贵州",1,1,2
0,13,"湖南",3,1,2
0,7,"贵州",3,1,1
1,7,"贵州",1,1,1
0,7,"贵州",1,1,1
0,7,"贵州",2,2,2
1,7,"贵州",3,1,1
0,7,"贵州",1,2,1
1,7,"贵州",1,2,2
1,7,"贵州",1,2,1
1,7,"贵州",1,2,2
1,7,"贵州",2,1,1
1,7,"贵州",1,1,1
1,7,"贵州",1,2,1
0,7,"贵州",1,1,2
0,7,"贵州",1,1,2
1,7,"贵州",1,2,2
1,7,"贵州",3,1,1
1,7,"贵州",1,2,2
1,7,"贵州",3,2,1
1,7,"贵州",1,2,1
1,7,"贵州",1,2,1
1,7,"贵州",3,2,2
1,7,"贵州",1,2,2
1,7,"贵州",2,1,1
1,7,"贵州",3,1,1
1,7,"贵州",3,1,1
1,7,"贵州",1,2,2
1,7,"贵州",1,2,1
1,7,"贵州",3,1,2
1,7,"贵州",3,1,1
1,7,"贵州",1,2,2
0,7,"贵州",2,1,1
0,7,"贵州",3,1,2
1,7,"贵州",4,1,2
1,7,"贵州",3,2,2
1,7,"贵州",4,2,2
1,7,"贵州",4,1,2
0,7,"贵州",1,2,1
0,7,"贵州",2,2,2
1,7,"贵州",1,2,2
1,7,"贵州",3,1,2
1,7,"贵州",1,1,2
1,7,"贵州",1,1,1
1,7,"贵州",1,1,2
1,7,"贵州",2,1,2
1,28,"云南",1,2,2
1,28,"云南",4,1,2
1,28,"云南",4,1,2
1,28,"云南",4,1,2
1,28,"云南",3,1,2
1,28,"云南",2,2,1
1,28,"云南",4,1,2
0,28,"云南",1,1,2
1,28,"云南",4,2,2
1,28,"云南",2,2,2
1,28,"云南",2,1,2
1,28,"云南",1,2,2
1,28,"云南",3,1,2
1,28,"云南",3,1,2
1,28,"云南",2,1,2
0,28,"云南",4,1,2
1,28,"云南",1,1,2
1,28,"云南",1,1,2
1,28,"云南",3,1,2
1,28,"云南",4,2,2
0,28,"云南",3,2,2
1,28,"云南",4,2,2
1,28,"云南",2,1,2
1,28,"云南",4,1,2
1,28,"云南",3,2,2
0,28,"云南",1,1,2
0,28,"云南",1,1,2
1,28,"云南",4,1,2
1,28,"云南",4,2,2
1,28,"云南",3,1,2
1,28,"云南",3,1,2
0,28,"云南",4,2,2
0,28,"云南",4,1,2
1,28,"云南",3,2,2
0,28,"云南",4,1,2
1,28,"云南",1,2,2
0,28,"云南",4,2,2
1,28,"云南",4,2,2
1,28,"云南",2,1,2
1,28,"云南",4,1,2
1,28,"云南",2,1,2
1,28,"云南",1,2,2
1,28,"云南",4,2,2
0,28,"云南",2,2,2
1,28,"云南",1,2,2
1,28,"云南",4,1,2
1,28,"云南",2,2,2
0,28,"云南",1,2,2
0,28,"云南",3,1,2
1,28,"云南",3,1,2
1,28,"云南",3,2,2
1,28,"云南",3,2,2
1,28,"云南",3,2,2
1,28,"云南",4,1,2
1,28,"云南",4,2,2
1,28,"云南",3,2,2
1,28,"云南",1,1,2
1,28,"云南",4,1,2
1,28,"云南",2,2,2
1,28,"云南",1,2,2
1,28,"云南",3,2,2
1,28,"云南",3,2,2
1,28,"云南",4,1,2
0,28,"云南",4,1,2
1,28,"云南",1,2,2
1,28,"云南",2,2,2
0,28,"云南",3,1,2
1,28,"云南",1,1,2
1,28,"云南",2,1,2
1,28,"云南",2,2,2
1,28,"云南",2,2,2
1,28,"云南",3,1,2
1,28,"云南",1,2,2
0,28,"云南",3,1,2
1,28,"云南",4,2,2
1,28,"云南",3,2,2
1,28,"云南",2,2,2
1,28,"云南",1,2,2
1,28,"云南",3,1,2
1,28,"云南",4,2,2
1,28,"云南",4,2,2
1,28,"云南",4,2,2
1,28,"云南",4,2,2
1,28,"云南",4,1,2
1,28,"云南",2,1,2
1,28,"云南",2,1,2
0,28,"云南",2,2,2
1,28,"云南",4,2,2
1,28,"云南",4,1,2
1,28,"云南",2,1,1
0,28,"云南",3,1,2
1,28,"云南",3,1,2
1,28,"云南",4,1,2
1,28,"云南",1,1,2
1,28,"云南",1,2,2
1,28,"云南",4,2,2
1,28,"云南",3,1,2
1,28,"云南",2,2,2
0,28,"云南",3,2,2
0,28,"云南",3,2,2
1,28,"云南",3,2,2
1,28,"云南",4,1,2
0,28,"云南",4,2,2
1,28,"云南",3,1,2
1,28,"云南",3,1,2
0,28,"云南",3,1,2
0,23,"陕西",4,2,2
1,23,"陕西",4,1,2
1,23,"陕西",4,1,1
1,23,"陕西",2,1,2
0,23,"陕西",4,2,2
1,23,"陕西",3,1,1
1,23,"陕西",4,1,1
1,23,"陕西",3,1,2
1,23,"陕西",3,1,2
1,23,"陕西",2,2,1
1,23,"陕西",1,2,1
1,23,"陕西",4,2,1
1,23,"陕西",2,2,1
0,23,"陕西",2,2,2
1,23,"陕西",4,2,1
0,23,"陕西",4,2,2
1,23,"陕西",3,2,2
1,23,"陕西",1,2,2
1,23,"陕西",1,2,2
0,23,"陕西",1,1,1
1,23,"陕西",1,2,2
1,23,"陕西",3,1,1
1,23,"陕西",2,1,1
1,23,"陕西",4,1,1
1,23,"陕西",4,2,2
1,23,"陕西",2,1,2
1,23,"陕西",3,1,1
1,23,"陕西",3,1,2
1,23,"陕西",1,2,2
0,23,"陕西",1,1,1
1,23,"陕西",4,1,1
1,23,"陕西",2,1,1
0,23,"陕西",3,1,2
1,23,"陕西",2,2,2
1,23,"陕西",1,2,2
1,23,"陕西",4,2,2
1,23,"陕西",2,2,2
1,23,"陕西",4,2,2
1,23,"陕西",4,2,2
1,23,"陕西",3,1,2
1,23,"陕西",2,1,2
1,23,"陕西",3,2,1
1,23,"陕西",3,2,1
1,23,"陕西",4,2,2
1,23,"陕西",1,2,2
1,23,"陕西",4,2,2
1,23,"陕西",3,1,2
1,23,"陕西",2,2,1
1,23,"陕西",1,2,1
1,23,"陕西",2,2,1
1,23,"陕西",3,2,2
1,23,"陕西",3,1,2
1,23,"陕西",1,2,2
1,23,"陕西",3,1,2
1,23,"陕西",2,2,1
1,23,"陕西",1,1,1
1,23,"陕西",4,2,2
1,23,"陕西",2,2,2
1,23,"陕西",3,2,2
0,23,"陕西",2,1,2
1,23,"陕西",2,1,2
1,23,"陕西",2,2,1
1,23,"陕西",3,2,2
1,23,"陕西",3,2,2
0,23,"陕西",3,2,2
1,23,"陕西",2,2,2
1,23,"陕西",4,2,1
1,23,"陕西",1,1,2
1,23,"陕西",4,2,2
0,23,"陕西",3,1,2
1,25,"四川",2,2,2
1,23,"陕西",1,2,2
0,23,"陕西",2,2,2
1,23,"陕西",3,2,2
1,23,"陕西",2,1,2
1,23,"陕西",1,2,1
1,23,"陕西",2,2,2
1,23,"陕西",2,2,2
0,23,"陕西",3,2,2
1,23,"陕西",4,1,2
1,23,"陕西",3,1,2
1,23,"陕西",3,2,2
1,23,"陕西",4,2,2
1,23,"陕西",2,2,2
1,23,"陕西",1,2,2
1,23,"陕西",3,2,2
1,23,"陕西",2,2,2
1,23,"陕西",3,1,2
1,23,"陕西",1,1,2
1,23,"陕西",3,1,2
1,23,"陕西",3,2,2
1,4,"甘肃",3,2,2
0,4,"甘肃",4,2,2
1,4,"甘肃",2,2,2
1,4,"甘肃",1,2,2
1,4,"甘肃",2,2,2
1,4,"甘肃",1,1,2
1,4,"甘肃",3,2,2
1,4,"甘肃",1,2,2
1,4,"甘肃",3,2,2
0,4,"甘肃",3,1,2
1,4,"甘肃",1,1,2
1,4,"甘肃",2,2,2
1,4,"甘肃",4,1,2
0,4,"甘肃",4,2,2
1,4,"甘肃",2,1,2
1,4,"甘肃",1,1,2
1,4,"甘肃",4,2,2
1,4,"甘肃",4,1,2
1,4,"甘肃",3,2,2
1,4,"甘肃",2,2,2
0,4,"甘肃",2,2,2
1,4,"甘肃",2,2,2
1,4,"甘肃",2,2,1
0,4,"甘肃",4,1,2
1,4,"甘肃",4,2,2
1,4,"甘肃",4,2,1
1,4,"甘肃",3,1,2
1,4,"甘肃",3,2,2
1,4,"甘肃",2,1,2
1,4,"甘肃",3,2,2
1,4,"甘肃",3,2,1
1,4,"甘肃",3,2,2
1,4,"甘肃",1,2,2
0,4,"甘肃",4,2,2
1,4,"甘肃",3,2,2
1,4,"甘肃",4,2,2
1,4,"甘肃",4,1,2
1,4,"甘肃",4,1,2
1,4,"甘肃",4,2,2
1,4,"甘肃",2,1,2
1,4,"甘肃",3,2,2
1,4,"甘肃",3,2,2
1,4,"甘肃",4,2,2
1,4,"甘肃",4,2,2
1,4,"甘肃",2,2,2
1,4,"甘肃",4,2,2
1,4,"甘肃",1,2,2
1,4,"甘肃",2,1,2
1,4,"甘肃",4,2,2
1,4,"甘肃",4,2,2
1,4,"甘肃",1,2,2
1,4,"甘肃",1,1,1
1,4,"甘肃",4,2,2
0,4,"甘肃",3,1,2
1,4,"甘肃",1,1,2
1,15,"江苏",4,2,1
1,11,"黑龙江",2,1,2
1,20,"青海",4,1,2
1,20,"青海",2,1,1
1,12,"湖北",2,2,2
1,20,"青海",4,1,2
1,4,"甘肃",3,1,2
1,21,"山东",4,2,2
1,20,"青海",3,1,1
1,25,"四川",2,1,2
1,20,"青海",1,2,1
1,20,"青海",2,2,2
0,20,"青海",4,1,2
0,20,"青海",3,2,2
1,20,"青海",3,2,1
1,20,"青海",1,2,1
1,20,"青海",3,2,2
1,4,"甘肃",2,2,1
1,20,"青海",3,1,2
1,20,"青海",2,1,1
1,20,"青海",2,1,2
1,20,"青海",1,2,1
1,20,"青海",3,1,2
1,4,"甘肃",3,2,2
1,10,"河南",1,1,2
1,4,"甘肃",1,1,2
1,13,"湖南",3,1,2
1,20,"青海",2,1,1
1,4,"甘肃",2,2,2
0,20,"青海",3,1,1
1,20,"青海",4,1,2
1,1,"安徽",3,2,2
1,20,"青海",1,2,2
1,20,"青海",3,1,1
0,20,"青海",2,2,1
1,4,"甘肃",3,1,1
0,20,"青海",2,1,2
1,20,"青海",3,1,2
1,10,"河南",2,1,2
0,4,"甘肃",3,1,2
1,19,"宁夏",2,2,2
1,19,"宁夏",4,2,1
1,19,"宁夏",1,2,2
1,19,"宁夏",2,2,2
1,19,"宁夏",4,1,2
1,19,"宁夏",2,2,2
0,19,"宁夏",2,1,2
1,19,"宁夏",2,1,2
1,18,"内蒙古",2,2,2
1,19,"宁夏",1,2,2
1,19,"宁夏",3,1,2
1,19,"宁夏",1,2,1
1,19,"宁夏",1,1,2
0,19,"宁夏",4,2,2
1,19,"宁夏",1,2,2
1,19,"宁夏",4,2,2
1,19,"宁夏",1,2,1
1,19,"宁夏",2,2,2
1,19,"宁夏",1,2,1
1,19,"宁夏",3,2,2
1,19,"宁夏",2,2,2
1,19,"宁夏",4,2,1
1,19,"宁夏",1,2,2
1,19,"宁夏",1,1,2
1,19,"宁夏",3,2,1
1,19,"宁夏",4,1,2
1,19,"宁夏",4,2,1
1,10,"河南",4,2,2
1,19,"宁夏",3,2,2
1,19,"宁夏",4,2,1
1,19,"宁夏",4,2,2
1,19,"宁夏",4,2,2
1,19,"宁夏",4,2,2
1,19,"宁夏",3,2,2
0,19,"宁夏",4,2,2
0,19,"宁夏",4,2,2
1,19,"宁夏",3,2,2
0,19,"宁夏",1,2,2
0,19,"宁夏",3,2,2
1,19,"宁夏",1,2,2
1,19,"宁夏",2,2,2
